Sentence,class,file
Nat Genet 2006; 38:1440-5; PMID:17099714; http://dx.doi.org/ 10.1038/ng1915 65.,OADS,/arxiv_data1/oa_pdf/15/2e/spmg-2-11.PMC3341242.pdf
Biol Reprod 2010; 83:261-7; PMID:20393168; http://dx.doi.org/10.1095/biolreprod.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Exp Cell Res 2000; 260:85-95; PMID: 11010813; http://dx.doi.org/10.1006/excr.2000.4998 89.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Dev Biol 2000; 220:225-37; PMID:10753512; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Cell Tissue Res 1990; 261:539-47; PMID:2245453; http://dx.doi.org/ 10.1007/BF00313533 91.,Non-OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Hum Reprod 2000; 15:1713-6; PMID:10920091; http://dx.doi.org/10.1093/humrep/ 15.8.1713 93.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Hum Reprod 2000; 15:1350-4; PMID:10831567; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Ann Anat 2009; 191:532-40; PMID: 19765961; http://dx.doi.org/10.1016/j.aanat.2009.08.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Biol Reprod 2003; 68:272-81; PMID:12493723; http://dx.doi.org/10.1095/biolre- prod.102.004986 98.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Biol Reprod 2004; 71:722-31; PMID:15115718; http://dx.doi.org/10.1095/biolreprod.104.029207 99.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Reproduction 2010; 139:287-301; PMID:19759174; http://dx.doi.org/10.1530/REP-09-0281 100.,Non-OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Hum Reprod 2006; 21:1009-11; PMID:16361294; http://dx.doi.org/10.1093/humrep/dei405 102.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Exp Biol Med (Maywood) 2010; 235:139-47; PMID: 20404028; http://dx.doi.org/10.1258/ebm.2009.009251104.,Non-OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Am J Hum Genet 2004; 74:599-609; PMID:14991528; http://dx.doi.org/10.1086/382897 105.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Hum Reprod 2010; 25:2647-54; PMID:20685756; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Curr Biol 2000; 10:475-8; PMID:10801417; http://dx.doi.org/10.1016/S0960- 9822(00)00448-6 107.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Biol Reprod 2011; 84:5-6; PMID:20944084; http://dx.doi.org/10.1095/ biolreprod.110.088864 109.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Biol Reprod 2010; 83:951-7; PMID: 20702852; http://dx.doi.org/10.1095/biolreprod.109.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
J Androl 2006; 27:611-8; PMID:16582408; http://dx.doi.org/10.2164/jandrol.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Dev Biol 1990; 140:318- 27; PMID:2373256; http://dx.doi.org/10.1016/0012- 1606(90)90082-T 113.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
J Tissue Eng Regen Med 2011; 5:130-7; PMID:20603864; http://dx.doi.org/10.1002/ term.297 114.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Biomaterials 2006; 27:2845-53; PMID:16430959; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
Biol Reprod 2001; 65:829-38; PMID: 11514348; http://dx.doi.org/10.1095/biolreprod65.3.,OADS,/arxiv_data1/oa_pdf/a3/4f/spmg-2-32.PMC3341244.pdf
"Wong; Email: awong1@hku.hk Submitted: 12/19/11; Revised: 01/18/12; Accepted: 01/18/12 http://dx.doi.org/10.4161/spmg.2.1.19413REVIEW Spermatogenesis 2:1, 1 –9; January/February/March 2012; G2012 Landes Bioscience www.landesbioscience.com Spermatogenesis 1",Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Circ Res 2007; 100:782-94; PMID:17395884; http://dx.doi.org/10.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Nat Immunol 2005; 6:1182-90; PMID: 16369557; http://dx.doi.org/10.1038/ni1275 4.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Biochim Biophys Acta 2007; 1773:642-52; PMID: 16926057; http://dx.doi.org/10.1016/j.bbamcr.2006.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Cell Sci 2005; 118:4917-9; PMID:16254237; http://dx.doi.org/10.1242/jcs.02662 6.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Oncogene 2011; 30:2420-32; PMID:21258406; http://dx.doi.org/ 10.1038/onc.2010.615 8.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Proc Natl Acad Sci U S A 1988; 85:406-10; PMID:3257566; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Proc Natl Acad Sci U S A 1996; 93: 13694-8; PMID:8942996; http://dx.doi.org/10.1073/ pnas.93.24.13694 12.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Curr Biol 2002; 12:1448-61; PMID:12225660; http://dx.doi.org/10.1016/S0960- 9822(02)01091-6 13.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
EMBO J 2003; 22: 3073-83; PMID:12805221; http://dx.doi.org/10.1093/ emboj/cdg298 14.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
FEBS Lett 1997; 410:78-82; PMID:9247127; http://dx.doi.org/10.1016/S0014- 5793(97)00323-215.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Proc Natl Acad Sci U S A 1992; 89:7282-6; PMID:1496022; http://dx.doi.org/10.1073/ pnas.89.15.7282 16.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Biol Chem 1998; 273:16621-9; PMID:9632736; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Curr Biol 1998; 8:69-81; PMID:9427642; http://dx.doi.org/10.1016/S0960- 9822(98)70037-5 20.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Biol Chem 1995; 270:21396-403; PMID:7545671; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Curr Opin Cell Biol 1997; 9:782-7; PMID:9425342; http://dx.doi.org/10.1016/S0955- 0674(97)80078-6 26.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Exp Cell Res 1999; 253:100-9; PMID:10579915; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Biol Chem 1999; 274:36843-51; PMID:10601235; http://dx.doi.org/ 10.1074/jbc.274.52.36843 28.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Biochem J 1999; 344:427-31; PMID:10567225; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Biol Chem 1999; 274:37400-6; PMID:10601311; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Science 1998; 279: 707-10; PMID:9445476; http://dx.doi.org/10.1126/ science.279.5351.707 31.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Biol Chem 1999; 274:34493-8; PMID:10567431; http://dx.doi.org/10.1074/jbc.274.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Nature 1994; 370:71-5; PMID:8015612; http://dx.doi.org/10.1038/370071a0 35.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Biol Chem 1998; 273:15077-84; PMID:9614117; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Biol Chem 2002; 277:23065-75; PMID:11940578; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Biol Chem 2001; 276:20913-23; PMID:11279232; http://dx.doi.org/ 10.1074/jbc.M009047200 39.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Curr Biol 1998; 8:R248-50; PMID:9545190; http://dx.doi.org/ 10.1016/S0960-9822(98)70152-6 40.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
BMC Genomics 2008; 9:252; PMID:18510738; http://dx.doi.org/10.1186/ 1471-2164-9-252 41.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Biol Chem 1999; 274:1708-14; PMID:9880551; http://dx.doi.org/10.1074/jbc.274.3.1708 42.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
EMBO J 2004; 23:1761-9; PMID:15071500; http://dx.doi.org/10.1038/sj.emboj.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
EMBO J 2001; 20: 4370-9; PMID:11500364; http://dx.doi.org/10.1093/ emboj/20.16.4370 44.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Science 1999; 285:2126-9; PMID:10497130; http://dx.doi.org/10.1126/science.285.5436.2126 45.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
EMBO J 1998; 17:6649-59; PMID: 9822608; http://dx.doi.org/10.1093/emboj/17.22.6649 46.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Curr Biol 2004; 14:1540-9; PMID:15341740; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Nature 1993; 363:170-2; PMID:8483501; http://dx.doi.org/10.1038/ 363170a0 48.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Cell 1992; 69:1227-36; PMID:1377606; http://dx.doi.org/ 10.1016/0092-8674(92)90643-Q 49.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Nature 1992; 358:70-3; PMID:1614535; http://dx.doi.org/ 10.1038/358070a0 50.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Science 1992; 257:973-7; PMID: 1380182; http://dx.doi.org/10.1126/science.1380182 51.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Biol Chem 1999; 274: 26776-82; PMID:10480882; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Science 1997; 278:687-9; PMID:9381178; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
"J Cell Physiol 2006; 209:261-5; PMID:16883576; http://dx.doi.org/ 10.1002/jcp.20749 55. de Groot RP, Ballou LM, Sassone-Corsi P. Positive regulation of the cAMP-responsive activator CREM by the p70 S6 kinase: an alternative route to mitogen- induced gene expression.",Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Cell 1994; 79:81-91; PMID: 7923380; http://dx.doi.org/10.1016/0092-8674(94) 90402-2 56.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Cell Biol 2004; 166:213-23; PMID: 15249583; http://dx.doi.org/10.1083/jcb.200403069 57.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
"Science 1992; 258:955-64; PMID: 1439807; http://dx.doi.org/10.1126/science.1439807 58. dos Remedios CG, Chhabra D, Kekic M, Dedova IV, Tsubakihara M, Berry DA, et al.",OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Curr Opin Struct Biol 1995; 5: 172-80; PMID:7648318; http://dx.doi.org/10.1016/ 0959-440X(95)80072-7 60.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Science 2003; 302:1704-9; PMID:14657486; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Cell 1999; 97:221-31; PMID: 10219243; http://dx.doi.org/10.1016/S0092-8674(00) 80732-1 62.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Cell Biol 2000; 150:1299- 310; PMID:10995436; http://dx.doi.org/10.1083/jcb.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Nature 2002; 418:790-3; PMID:12181570; http://dx.doi.org/ 10.1038/nature00859 64.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Biol Chem 2001; 276:26448-52; PMID:11340081; http://dx.doi.org/ 10.1074/jbc.M103856200 65.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Curr Biol 2000; 10:1273-82; PMID:11069108; http://dx.doi.org/10.1016/S0960-9822(00)00749-1 66.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Cell Biol 2000; 150:1001-12; PMID:10973991; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Curr Opin Cell Biol 2003; 15:23-30; PMID:12517700; http://dx.doi.org/10.1016/S0955-0674(02)00015-7 68.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Nature 1998; 393:805-9; PMID:9655397; http://dx.doi.org/10.1038/31729 69.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Biol Chem 2000; 275:3577-82; PMID:10652353; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Mol Cell 2000; 5:13-25; PMID:10678165; http://dx.doi.org/10.1016/S1097-2765(00)80399-8 72.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Nat Cell Biol 1999; 1:136-43; PMID:10559899; http://dx.doi.org/10.1038/ 11056 73.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Cell 1996; 85:573-83; PMID: 8653792; http://dx.doi.org/10.1016/S0092-8674(00) 81257-X 74.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Exp Cell Res 2004; 296:183-95; PMID:15149849; http://dx.doi.org/10.1016/j.yexcr.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Biochem Biophys Res Commun 1997; 233: 193-9; PMID:9144421; http://dx.doi.org/10.1006/ bbrc.1997.6419 76.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Philos Trans R Soc Lond B Biol Sci 2010; 365:1581-92; PMID: 20403871; http://dx.doi.org/10.1098/rstb.2009.0261 77.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Adv Exp Med Biol 2008; 636:186-211; PMID:19856169; http://dx.doi.org/10.1007/978-0- 387-09597-4_11 80.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Dev Dyn 2008; 237:2170-6; PMID:18651670; http://dx.doi.org/10.1002/dvdy.21622 82.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
FASEB J 2009; 23:2555-67; PMID:19293393; http://dx.doi.org/ 10.1096/fj.06-070573 85.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Tissue Cell 1991; 23:235-46; PMID:1853336; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Proc Natl Acad Sci U S A 2010; 107:11411-6; PMID:20534520; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Endocrinology 2009; 150:4724-33; PMID: 19574397; http://dx.doi.org/10.1210/en.2008-1779 88.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Biochim Biophys Acta 2003; 1593: 121-9; PMID:12581856; http://dx.doi.org/10.1016/ S0167-4889(02)00348-8 89.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Anat Rec 1979; 194:233-46; PMID:464324; http://dx.doi.org/10.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Arch Histol Cytol 2004; 67:271-84; PMID: 15700535; http://dx.doi.org/10.1679/aohc.67.271 92.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Biol Reprod 2004; 71:548-59; PMID:15084482; http://dx.doi.org/10.1095/biolreprod.104.028803 93.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Anat Rec 1979; 194:213-32; PMID: 464323; http://dx.doi.org/10.1002/ar.1091940204 94.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Biol Reprod 2009; 80:153-61; PMID:18799755; http://dx.doi.org/10.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Cell Commun Adhes 2002; 9:189-204; PMID:12699088; http://dx.doi.org/10.1080/1541906021601697.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Biol Reprod 2004; 70: 805-12; PMID:14627549; http://dx.doi.org/10.1095/ biolreprod.103.022723 98.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Hum Reprod 2004; 19:2594-604; PMID:15471936; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Mol Endocrinol 2005; 19:1812- 20; PMID:15774499; http://dx.doi.org/10.1210/me.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Reproduction 2007; 133:763-73; PMID: 17504920; http://dx.doi.org/10.1530/rep.1.01091 102.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Annu Rev Immunol 2009; 27:519-50; PMID:19302047; http://dx.doi.org/ 10.1146/annurev.immunol.021908.132612 103.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Biol Chem 2005; 280:25029-47; PMID:15870075; http://dx.doi.org/10.1074/jbc.M501049200 105.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Differentiation 2000; 66:116-25; PMID:11100902; http://dx.doi.org/10.1046/j.1432- 0436.2000.660206.x 106.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Dev Biol 2005; 286: 1-15; PMID:16153630; http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Cell Biochem Funct 2006; 24:113-7; PMID: 16329156; http://dx.doi.org/10.1002/cbf.1306 109.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Biol Chem 2000; 275:25572-6; PMID:10849422; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Dev Biol 2004; 276:158-71; PMID:15531371; http://dx.doi.org/10.1016/j.ydbio.2004.08.034 111.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Cell Sci 2003; 116:3363-72; PMID:12857787; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Reprod Biol Endocrinol 2008; 6:7; PMID:18254942; http://dx.doi.org/10.1186/1477-7827-6-7 114.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Mol Carcinog 2003; 38:25-32; PMID:12949840; http://dx.doi.org/10.1002/ mc.10140 115.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Cell Physiol 2008; 216:253-60; PMID: 18265003; http://dx.doi.org/10.1002/jcp.21400 117.,OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Androl 2007; 28:866-74; PMID:17609297; http://dx.doi.org/10.2164/jandrol.107.002865 118.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Endocrinology 2006; 147: 2557-66; PMID:16469801; http://dx.doi.org/10.1210/ en.2005-1404 119.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
J Endocrinol 2007; 192: 405-19; PMID:17283241; http://dx.doi.org/10.1677/ JOE-06-0076 120.,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
Biochem Biophys Res Commun 1987; 146: 575-81; PMID:3039983; http://dx.doi.org/10.1016/ 0006-291X(87)90567-5 www.landesbioscience.com Spermatogenesis 9,Non-OADS,/arxiv_data1/oa_pdf/f6/71/spmg-2-44.PMC3341245.pdf
"The number of apoptotic cells increased rapidly in a stage and cell specific manner one day after treatment but returned to normal level by day 9.25The number of proliferating cells as detected by proliferating cell nuclear antigen (PCNA) staining decreased after heat-treatment28or in experimentally induced cryptorchid testis in mice.29 In humans, a transient increase in scrotal temperatures by occupational exposure, lifestyle, clothing or cryptorchidism was correlated with low sperm concentrations,30,31reduced sperm motility32and reduced percentage of normal morphology,33 although some of the associations remained controversial.34,35 We hypothesize that electroacupuncture (EA) increases prolifera- tion and decreases apoptosis of the germ cells in the heat-treated *Correspondence to: Kai-Fai Lee; Email: ckflee@hku.hk Submitted: 11/22/11; Revised: 01/06/12; Accepted: 01/06/12 http://dx.doi.org/10.4161/spmg.2.1.19282REPORT Spermatogenesis 2:1, 1 –10; January/February/March 2012; G2012 Landes Bioscience www.landesbioscience.com Spermatogenesis 1",Non-OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Best Pract Res Clin Endocrinol Metab 2011; 25:271-85; PMID:21397198; http://dx.doi.org/10.,Non-OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Trends Pharmacol Sci 2011; 32:290-9; PMID:21324536; http://dx.doi.org/10.1016/j.tips.2011.01.0013.,OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Lancet 1997; 349: 787-90; PMID:9074589; http://dx.doi.org/10.1016/ S0140-6736(96)08341-95.,Non-OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Complement Ther Med 2001; 9:2-11; PMID:11264963; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
J Altern Complement Med 2006; 12:639-48; PMID:16970534; http://dx.doi.org/ 10.1089/acm.2006.12.639 8.,OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
BMC Public Health 2008; 8:105; PMID:18377663; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Complement Ther Med 2002; 10: 84-93; PMID:12481956; http://dx.doi.org/10.1054/ ctim.2002.0519 10.,OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Fertil Steril 2008; 90:1-13; PMID:18440533; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Acupunct Med 2010; 28:180-4; PMID:20959311; http://dx.doi.org/ 10.1136/aim.2009.002022 12.,Non-OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Fertil Steril 2011; 95:583-7; PMID: 20646688; http://dx.doi.org/10.1016/j.fertnstert.2010.,OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Hum Reprod 2005; 20:339-49; PMID:15539440; http://dx.doi.org/10.,OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
J Huazhong Univ Sci Technolog Med Sci 2002; 22:228-30; PMID: 12658811; http://dx.doi.org/10.1007/BF02828187 20.,OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Fertil Steril 2009; 92: 1340-3; PMID:19394002; http://dx.doi.org/10.1016/j.,Non-OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Fertil Steril 2005; 84:141-7; PMID:16009169; http://dx.doi.org/10.1016/j.fertnstert.2004.12.056 23.,OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Geburtshilfe Frauenheilkd 1984; 44:510-2; PMID:6566639; http://dx.doi.org/10.1055/ s-2008-1036707 24.,Non-OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
J Reprod Fertil 1998; 114:179-94; PMID:10070346; http://dx.doi.org/10.1530/jrf.0.1140179 25.,OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Endocrinology 1999; 140:1709-17; PMID:10098507; http://dx.doi.org/10.,Non-OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Reproduction 2002; 124:133-40; PMID: 12090926; http://dx.doi.org/10.1530/rep.0.1240133 27.,Non-OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Reproduction 2001; 122:255-63; PMID:11467976; http://dx.doi.org/10.1530/rep.0.1220255 28.,Non-OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Reproduction 2005; 129:505-14; PMID: 15798026; http://dx.doi.org/10.1530/rep.1.00531 31.,Non-OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Reprod Toxicol 2002; 16:215-21; PMID:12128094; http://dx.doi.org/10.1016/S0890-6238(02)00025-4 32.,OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
Br J Urol 1982; 54:49-55; PMID:7059758; http://dx.doi.org/10.1111/j.1464-410X.1982.tb13510.x 33.,Non-OADS,/arxiv_data1/oa_pdf/eb/d9/spmg-2-53.PMC3341246.pdf
