Sentence,class,file
Immunity 2009; 31:527-8; PMID:19833080; http://dx.doi.org/10.1016/j.immu- ni.2009.09.007.213.,OADS,/arxiv_data1/oa_pdf/12/2c/onci-1-1557.PMC3525611.pdf
Am J Pathol 2004; 165:1853-63;  PMID:15579430; http://dx.doi.org/10.1016/S0002-9440(10)63238-5.,Non-OADS,/arxiv_data1/oa_pdf/85/0d/onci-1-1584.PMC3525613.pdf
Nat Immunol  2012; 13:832-42; PMID:22842346; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/85/0d/onci-1-1584.PMC3525613.pdf
"OncoImmunology 1:9, 1594–1597; December 2012; © 2012 Landes Bioscience Aut OphA gIc punctum 1594 OncoImmunology Volume 1 Issue 9Keywords:  NFκB, immune response,  senescence, Fas, SASP Submitted: 09/21/12Revised: 10/09/12Accepted: 10/11/12http://dx.doi.org/10.4161/onci.22525 Correspondence to: Raffaele De Palma   and Antonio Leonardi;   Email: raffaele.depalma@unina2.it  and leonardi@unina.itThe induction of senescence in tumor  cells impairs transformation and  promotes an anticancer immune response resulting from the production by senes - cent cells of cytokines and chemokines, an aspect known as “senescence-associ - ated secretory phenotype” (SASP).",Non-OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
Nature 2003; 426:194-8; PMID:14608368; http://dx.doi.org/10.1038/nature02118.,Non-OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
EMBO J 2012; 31:2839-51; PMID:22569128; http://dx.doi.org/10.1038/ emboj.2012.132.,OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
Annu Rev Pathol  2010; 5:99-118; PMID:20078217; http://dx.doi.org/10.1146/annurev-pathol-121808-102144.5.,Non-OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
Curr Opin Cell Biol  2008; 20:150-5; PMID:18353625; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
Cell 2002; 109:335-46;  PMID:12015983; http://dx.doi.org/10.1016/S0092- 8674(02)00734-1.,OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
Cell 2008; 133:1019-31; PMID:18555778; http://dx.doi.org/10.1016/j.cell.2008.03.039.9.,OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
Cell  2008; 133:1006-18; PMID:18555777; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
Cell 2008; 134:657- 67; PMID:18724938; http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
Nature  2007; 445:661-5; PMID:17251932; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
Nature 2007; 445:656- 60; PMID:17251933; http://dx.doi.org/10.1038/ nature05529.,Non-OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
Blood 2009; 113:3503-11; PMID:19098271; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
Oncogene 2011; 30:2707-17; PMID:21278794;  http://dx.doi.org/10.1038/onc.2011.1.,OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
J Exp Med 1999; 189:999- 1004; PMID:10075983; http://dx.doi.org/10.1084/ jem.189.6.999.,Non-OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
J Cell Sci 2007; 120:4126- 33; PMID:18003704; http://dx.doi.org/10.1242/ jcs.009761.19.,OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
J Biol Chem 2000; 275:6421- 7; PMID:10692445; http://dx.doi.org/10.1074/ jbc.275.9.6421.,OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
EMBO J  2011; 30:1536-48; PMID:21399611; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
Mol Biol Cell 2005; 16:943-53; PMID:15574883;  http://dx.doi.org/10.1091/mbc.E04-05-0392.,Non-OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
Genes Dev  2007; 21:3244-57; PMID:18055696; http://dx.doi.org/10.1101/gad.1588507.,OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
J Cell Physiol 2009; 218:215-27; PMID:18803232; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
Oncogene 2011; 30:2356-66; PMID:21242976; http://dx.doi.org/10.1038/ onc.2010.611.25.,Non-OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
EMBO Rep 2009; 10:1272-8; PMID:19779484; http://dx.doi.org/10.1038/ embor.2009.197.,Non-OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
Cell 2011; 145:92- 103; PMID:21458669; http://dx.doi.org/10.1016/j.cell.2011.02.023.,OADS,/arxiv_data1/oa_pdf/2e/9b/onci-1-1594.PMC3525614.pdf
"5  It is however not clear if vaccine-induced Killing from within John B. Mumm,1 Jan e mmerich2 and Martin Oft1,* 1targenics; s an Francisco, CA us A; 2triMod t herapeutics; Dublin, Ireland Keywords:  CD8 T cells, IL-10, cytotoxicity, intratumoral, tumor immune surveillance, cytokine therapy *Correspondence to: Martin Oft; Email: martinoft@gmail.com Submitted: 06/22/12; Accepted: 07/10/12http://dx.doi.org/10.4161/onci.21423tumor-specific T cells can infiltrate the  tumor tissue nor if they maintain an activ - ity once inside the tumor.6 The identifi - cation of therapies that activate tumor specific CD8 + CTLs within the tumor  mass in the absence of severe peripheral toxicity has been challenging.",Non-OADS,/arxiv_data1/oa_pdf/24/e6/onci-1-1598.PMC3525615.pdf
Cancer Cell 2011; 20:781- 96; PMID:22172723; http://dx.doi.org/10.1016/j.,Non-OADS,/arxiv_data1/oa_pdf/24/e6/onci-1-1598.PMC3525615.pdf
Clin Cancer Res 2011; 17:861-70; PMID:21163871;  http://dx.doi.org/10.1158/1078-0432.CCR-10-1811.,Non-OADS,/arxiv_data1/oa_pdf/24/e6/onci-1-1598.PMC3525615.pdf
J Natl Cancer Inst 2012;  104:599-613; PMID:22395641; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/24/e6/onci-1-1598.PMC3525615.pdf
Annu Rev Immunol 2001; 19:683-765;  PMID:11244051; http://dx.doi.org/10.1146/annurev.,Non-OADS,/arxiv_data1/oa_pdf/24/e6/onci-1-1598.PMC3525615.pdf
Nat Rev Cancer 2012; 12:298-306;  PMID:22419253; http://dx.doi.org/10.1038/nrc3245.,Non-OADS,/arxiv_data1/oa_pdf/24/e6/onci-1-1598.PMC3525615.pdf
Curr Opin Immunol 1997; 9:684-93;  PMID:9368778; http://dx.doi.org/10.1016/S0952- 7915(97)80050-7.,Non-OADS,/arxiv_data1/oa_pdf/24/e6/onci-1-1598.PMC3525615.pdf
Science 2011; 331:1565-70;  PMID:21436444; http://dx.doi.org/10.1126/sci- ence.1203486.,OADS,/arxiv_data1/oa_pdf/24/e6/onci-1-1598.PMC3525615.pdf
T rends Immunol 2007; 28:207-12; PMID:17395538;  http://dx.doi.org/10.1016/j.it.2007.03.006.,OADS,/arxiv_data1/oa_pdf/24/e6/onci-1-1598.PMC3525615.pdf
"We found that these cells, but Surviving host innate immunity Cancer cells can turn a deadly assault into an advantage Pnina Brodt Departments of s urgery; Medicine and Oncology; McGill u niversity; Montreal, Canada Keywords:  TNF, IGF, IL-6, liver metastasis, inflammation, apoptosis, survival, STAT3 Correspondence to: Pnina Brodt; Email: pnina.brodt@mcgill.ca Submitted: 07/03/12; Accepted: 07/10/12http://dx.doi.org/10.4161/onci.21424not poorly metastatic counterparts, can  be rescued from apoptosis in the presence of high TNF α concentrations, due to a  marked increase in IL-6 production that ensues the TNF α-induced activation of  NFκB.",Non-OADS,/arxiv_data1/oa_pdf/63/b8/onci-1-1601.PMC3525616.pdf
World J Gastroenterol 2009; 15:61- 6; PMID:19115469; http://dx.doi.org/10.3748/ wjg.15.61.,Non-OADS,/arxiv_data1/oa_pdf/63/b8/onci-1-1601.PMC3525616.pdf
Cancer Res 2012;  72:865-75; PMID:22194466; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/63/b8/onci-1-1601.PMC3525616.pdf
J Leukoc Biol 2006; 80:227-36; PMID:16707558;  http://dx.doi.org/10.1189/jlb.1105674.,OADS,/arxiv_data1/oa_pdf/63/b8/onci-1-1601.PMC3525616.pdf
Am J Pathol 2007; 170:1781- 92; PMID:17456781; http://dx.doi.org/10.2353/ ajpath.2007.060886.,Non-OADS,/arxiv_data1/oa_pdf/63/b8/onci-1-1601.PMC3525616.pdf
Eur J Cancer 2010; 46:1223- 31; PMID:20335016; http://dx.doi.org/10.1016/j.ejca.2010.02.026.,Non-OADS,/arxiv_data1/oa_pdf/63/b8/onci-1-1601.PMC3525616.pdf
J Clin Oncol  2012; 30:1005-14; PMID:22355058; http://dx.doi.org/10.1200/JCO.2010.31.8907.,Non-OADS,/arxiv_data1/oa_pdf/63/b8/onci-1-1601.PMC3525616.pdf
Immunol Rev 2011; 244:29-43; PMID:22017429; http://dx.doi.org/10.1111/j.1600- 065X.2011.01060.x.,Non-OADS,/arxiv_data1/oa_pdf/63/b8/onci-1-1601.PMC3525616.pdf
"Keywords:  CD27, regulatory T cells, leukemia stem cell, cancer, tumor-infiltrating lymphocytes *Correspondence to: Adrian F. Ochsenbein; Email: adrian.ochsenbein@insel.ch Submitted: 07/06/12; Accepted: 07/10/12http://dx.doi.org/10.4161/onci.21425of secondary lymphoid organ architecture.",Non-OADS,/arxiv_data1/oa_pdf/3f/d8/onci-1-1604.PMC3525617.pdf
Nature 2001; 411:1058-64; PMID:11429607;  http://dx.doi.org/10.1038/35082583.,OADS,/arxiv_data1/oa_pdf/3f/d8/onci-1-1604.PMC3525617.pdf
J Clin Invest  2012; 122:624-38; PMID:22232214; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/3f/d8/onci-1-1604.PMC3525617.pdf
Blood 2007; 109:4810-5; PMID:17311995;  http://dx.doi.org/10.1182/blood-2006-11-057216.,Non-OADS,/arxiv_data1/oa_pdf/3f/d8/onci-1-1604.PMC3525617.pdf
J  Immunother 2010; 33:769-79; PMID:20842060;  http://dx.doi.org/10.1097/CJI.0b013e3181ee238f.References 1.,Non-OADS,/arxiv_data1/oa_pdf/3f/d8/onci-1-1604.PMC3525617.pdf
Curr Opin Immunol  2005; 17:275-81; PMID:15886117; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/3f/d8/onci-1-1604.PMC3525617.pdf
Immunol Rev 2009; 229:216-31; PMID:19426224;  http://dx.doi.org/10.1111/j.1600-065X.2009.00774.x.,Non-OADS,/arxiv_data1/oa_pdf/3f/d8/onci-1-1604.PMC3525617.pdf
J Exp Med 2006;  203:2145-55; PMID:16923852; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/3f/d8/onci-1-1604.PMC3525617.pdf
Blood 2007; 110:2537-44;  PMID:17615291; http://dx.doi.org/10.1182/blood-2007-03-082578.,Non-OADS,/arxiv_data1/oa_pdf/3f/d8/onci-1-1604.PMC3525617.pdf
"1,3 Remarkably, most immu - nosuppressive factors that are produced in the tumor microenvironment, such as transforming growth factor β (TGF β),  indoleamine 2,3-dioxygenase (IDO) and prostaglandin E2 (PGE 2), also proved Melanoma immunoediting by NK cells Mirna Balsamo,1 Gabriella Pietra,1 william Vermi,2 Lorenzo Moretta,3 Maria Cristina Mingari1,4,5 and Massimo Vitale5,* 1Dipartimento di Medicina s perimentale; u niversità di Genova; Genova, Italy; 2servizio di Anatomia Patologica; s pedali Civili di Brescia; Brescia, Italy; 3Istituto Giannina Gaslini;  Genova, Italy; 4Centro di e ccellenza per la r icerca Biomedica; Genova, Italy; 5IrCCs Azienda Ospedaliera u niversitaria s an Martino—I st, Istituto Nazionale per la r icerca sul  Cancro, Genova, Italy Keywords:  Cytokines, HLA-I, immunoediting, melanoma, NK cells *Correspondence to: Massimo Vitale; Email: massimo.vitale@istge.it Submitted: 07/10/12; Accepted: 07/11/12http://dx.doi.org/10.4161/onci.21456effective in inhibiting natural killer (NK)  cell function, through the downregulation of several activating NK receptors that contribute to tumor-cell recognition and killing.",Non-OADS,/arxiv_data1/oa_pdf/57/85/onci-1-1607.PMC3525618.pdf
Nat Rev Immunol 2006; 6:715-27;  PMID:16977338; http://dx.doi.org/10.1038/nri1936.,Non-OADS,/arxiv_data1/oa_pdf/57/85/onci-1-1607.PMC3525618.pdf
Nat Rev Cancer 2012; 12:298-306; PMID:22419253; http://dx.doi.org/10.1038/nrc3245.,Non-OADS,/arxiv_data1/oa_pdf/57/85/onci-1-1607.PMC3525618.pdf
Cancer Res  2012; 72:1407-15; PMID:22258454; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/57/85/onci-1-1607.PMC3525618.pdf
Proc Natl Acad Sci U S A 2009;  106:20847-52; PMID:19934056; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/57/85/onci-1-1607.PMC3525618.pdf
Blood  2011; 117:764-71; PMID:20889923; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/57/85/onci-1-1607.PMC3525618.pdf
Blood  2008; 111:4862-70; PMID:18334671; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/57/85/onci-1-1607.PMC3525618.pdf
Annu Rev Immunol 2011; 29:235-71;  PMID:21219185; http://dx.doi.org/10.1146/annurev- immunol-031210-101324.,Non-OADS,/arxiv_data1/oa_pdf/57/85/onci-1-1607.PMC3525618.pdf
"Keywords:  radiotherapy, mouse, dendritic cells, human, CD8 T cells *Correspondence to: Maries van den Broek; Email: maries@van-den-broek.ch Submitted: 07/06/12; Accepted: 07/13/12http://dx.doi.org/10.4161/onci.21478of Coley’s toxin—a mixture of heat-killed  Streptococcus pyogenes  and Serratia marces - cens that was used by William Coley in the  19th century to treat cancer patients6— may also result from the activation of DCs, which obviously was not appreciated at that time.",Non-OADS,/arxiv_data1/oa_pdf/d1/4a/onci-1-1610.PMC3525619.pdf
Nat  Immunol 2005; 6:280-6; http://dx.doi.org/10.1038/ ni1165; PMID:15685176.,Non-OADS,/arxiv_data1/oa_pdf/d1/4a/onci-1-1610.PMC3525619.pdf
Science 2011; 331:1565-70; http://dx.doi.org/10.1126/science.1203486;  PMID:21436444.,OADS,/arxiv_data1/oa_pdf/d1/4a/onci-1-1610.PMC3525619.pdf
Proc Natl  Acad Sci U S A 2010; 107:199-203; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/d1/4a/onci-1-1610.PMC3525619.pdf
J Immunol 2012; 189:558-66;  http://dx.doi.org/10.4049/jimmunol.1200563;  PMID:22685313.,Non-OADS,/arxiv_data1/oa_pdf/d1/4a/onci-1-1610.PMC3525619.pdf
Semin  Immunol 2011; 23:42-9; http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/d1/4a/onci-1-1610.PMC3525619.pdf
Cancer Res  2011; 71:2488-96; http://dx.doi.org/10.1158/0008-5472.CAN-10-2820; PMID:21300764.9.,Non-OADS,/arxiv_data1/oa_pdf/d1/4a/onci-1-1610.PMC3525619.pdf
J Exp Med  2011; 208:2005-16; http://dx.doi.org/10.1084/ jem.20101159; PMID:21930765.,OADS,/arxiv_data1/oa_pdf/d1/4a/onci-1-1610.PMC3525619.pdf
PLoS One 2011; 6:e28217; http://dx.doi.org/10.1371/ journal.pone.0028217; PMID:22140550.,Non-OADS,/arxiv_data1/oa_pdf/d1/4a/onci-1-1610.PMC3525619.pdf
"Analyzing cell signaling pathways  recurrently altered by gene mutations and/or homozygous deletions in tumors, we identified several signaling pathways Next-generation sequencing identified   new oncogenes and tumor suppressor genes   in human hepatic tumors Giuliana Amaddeo,1,2 Cécile Guichard,1,2 sandrine Imbeaud1,2 and Jessica Zucman- rossi1,2,3,* 1INserM u Mr-674; Génomique Fonctionnelle des t umeurs s olides; I uh; Paris, France; 2université Paris Descartes; Labex Immuno-Oncology; Faculté de Médecine;   sorbonne Paris Cité; Paris, France; 3Assistance Publique- hôpitaux de Paris; h opital e uropeen Georges Pompidou; Paris, France Keywords:  hepatocellular carcinoma, exome sequencing, oncogene, tumor suppressor gene, IRF2 *Correspondence to: Jessica Zucman-Rossi; Email: Jessica.zucman-rossi@inserm.fr Submitted: 07/10/12; Accepted: 07/13/12http://dx.doi.org/10.4161/onci.21480(Fig.",Non-OADS,/arxiv_data1/oa_pdf/ee/da/onci-1-1612.PMC3525620.pdf
Semin Liver Dis 2011;  31:173-87; PMID:21538283; http://dx.doi.org/10.1055/s-0031-1276646.,Non-OADS,/arxiv_data1/oa_pdf/ee/da/onci-1-1612.PMC3525620.pdf
Nature 2009; 457:200-4; PMID:19020503;  http://dx.doi.org/10.1038/nature07475.,Non-OADS,/arxiv_data1/oa_pdf/ee/da/onci-1-1612.PMC3525620.pdf
J Biol Chem 2007; 282:14437- 46; PMID:17379603; http://dx.doi.org/10.1074/jbc.,OADS,/arxiv_data1/oa_pdf/ee/da/onci-1-1612.PMC3525620.pdf
Annu Rev Immunol 2008; 26:535-84;  PMID:18303999; http://dx.doi.org/10.1146/annurev.,Non-OADS,/arxiv_data1/oa_pdf/ee/da/onci-1-1612.PMC3525620.pdf
Biochem J 2009; 418:575-85; PMID:19032150;  http://dx.doi.org/10.1042/BJ20082087.,Non-OADS,/arxiv_data1/oa_pdf/ee/da/onci-1-1612.PMC3525620.pdf
Hepatology 2007; 45:42- 52; PMID:17187432; http://dx.doi.org/10.1002/hep.21467.,Non-OADS,/arxiv_data1/oa_pdf/ee/da/onci-1-1612.PMC3525620.pdf
Nat Genet 2012; 44:760-4; PMID:22634756;  http://dx.doi.org/10.1038/ng.2291.,OADS,/arxiv_data1/oa_pdf/ee/da/onci-1-1612.PMC3525620.pdf
"Carcinogenesis 2001; 22:367-74; PMID:11238174;  http://dx.doi.org/10.1093/carcin/22.3.367.series of 125 HCCs, we identified a sig - nificant association between mutations  in ARID1A , RPSK6KA3  or NFE2L2  and  mutations in CTNNB1  or AXIN1 , sug - gesting that the Wnt/ β-catenin signal - ing might cooperate with either oxidative stress responses, chromatin remodeling and the RAS/MAPK pathway to promote liver carcinogenesis.",Non-OADS,/arxiv_data1/oa_pdf/ee/da/onci-1-1612.PMC3525620.pdf
"Thus, the devel - opment of immunotherapeutic strategies Immunotherapy of acute myeloid leukemia   based on γδ T cells Julie Gertner-Dardenne,1,2,3,* Cyril Fauriat,2 Norbert Vey4 and Daniel Olive1,2,3 1Aix-Marseille u niversité; Marseille, France; 2Institut National de la s anté et de la r echerche Médicale; Centre de r echerche en Cancérologie de Marseille; Marseille, France;  3Institut Paoli Calmettes; IBi sA Cancer Immunomonitoring Platform; Marseille, France; 4Institut Paoli-Calmettes; s ervice d’ hématologie; Marseille, France Keywords:  acute myeloid leukemia, antitumor immunity, γδ  T cells, immunosurveillance *Correspondence to: Julie Gertner-Dardenne; Email: j.gertner-dardenne@hotmail.fr Submitted: 07/16/12; Accepted: 07/17/12http://dx.doi.org/10.4161/onci.21512that would be applicable to all patients  appears highly desirable.",Non-OADS,/arxiv_data1/oa_pdf/99/12/onci-1-1614.PMC3525621.pdf
J Immunol 2012; 188:4701- 8; PMID:22467661; http://dx.doi.org/10.4049/jim- munol.1103710.,Non-OADS,/arxiv_data1/oa_pdf/99/12/onci-1-1614.PMC3525621.pdf
Blood  2009; 114:3909-16; PMID:19710498; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/99/12/onci-1-1614.PMC3525621.pdf
Eur J Immunol  2009; 39:1361-8; PMID:19404979; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/99/12/onci-1-1614.PMC3525621.pdf
Blood 2009; 113:4875-84;  PMID:19278954; http://dx.doi.org/10.1182/blood- 2008-08-172296.8.,Non-OADS,/arxiv_data1/oa_pdf/99/12/onci-1-1614.PMC3525621.pdf
J Immunol  2010; 184:3260-8; PMID:20154204; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/99/12/onci-1-1614.PMC3525621.pdf
PLoS One  2011; 6:e16700; PMID:21304898; http://dx.doi.org/10.1371/journal.pone.0016700.,Non-OADS,/arxiv_data1/oa_pdf/99/12/onci-1-1614.PMC3525621.pdf
Bone Marrow T ransplant  2001; 27:601-6; PMID:11319589; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/99/12/onci-1-1614.PMC3525621.pdf
"Yann Godet,1,2,3 Magalie Dosset,1,2,3 Christophe Borg1,2,3,4 and Olivier Adotevi1,2,3,4,* 1INserM; u nité Mixte de r echerche; Besançon, France; 2etablissement Français du s ang de Bourgogne Franche-Comté; Besançon, France; 3université de Franche-Comté;  Besançon, France; 4Chru  de Besançon, s ervice d’Oncologie; Besançon, France Keywords:  telomerase, immunomonitoring, models of immunochemotherapy and immunoradiotherapy, new targets *Correspondence to: Olivier Adotevi; Email: olivier.adotevi@univ-fcomte.fr Submitted: 07/14/12; Accepted: 07/17/12http://dx.doi.org/10.4161/onci.21513types of cancer.5 The naturally occurring  UCP-specific CD4+ T-cell response was  studied in non-small cell lung carcinoma  (NSCLC) patients using an interferon γ (IFNγ)-specific ELISPOT assay.",Non-OADS,/arxiv_data1/oa_pdf/85/08/onci-1-1617.PMC3525622.pdf
Science 2011; 331:1565-70;  PMID:21436444; http://dx.doi.org/10.1126/sci- ence.1203486.,OADS,/arxiv_data1/oa_pdf/85/08/onci-1-1617.PMC3525622.pdf
Immunol Rev  2008; 222:129-44; PMID:18363998; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/85/08/onci-1-1617.PMC3525622.pdf
Nat Rev Cancer 2012; 12:298-306;  PMID:22419253; http://dx.doi.org/10.1038/nrc3245.,Non-OADS,/arxiv_data1/oa_pdf/85/08/onci-1-1617.PMC3525622.pdf
Nat Rev Clin Oncol 2011; 8:151-60; PMID:21364688;  http://dx.doi.org/10.1038/nrclinonc.2010.223.,Non-OADS,/arxiv_data1/oa_pdf/85/08/onci-1-1617.PMC3525622.pdf
Clin  Cancer Res 2012; 18:2943-53; PMID:22407833;  http://dx.doi.org/10.1158/1078-0432.CCR-11-3185.with the blockade of the PD1 pathway.10  The use of antibodies that alleviate the  inhibition of antitumor T-cell responses clearly require the presence of spontaneous antitumor immunity prior to treatment.,Non-OADS,/arxiv_data1/oa_pdf/85/08/onci-1-1617.PMC3525622.pdf
N Engl J Med 2012; 366:2443-54; PMID:22658127;  http://dx.doi.org/10.1056/NEJMoa1200690.9.,OADS,/arxiv_data1/oa_pdf/85/08/onci-1-1617.PMC3525622.pdf
Clin Cancer Res 2012; 18:2326-35;  PMID:22355009; http://dx.doi.org/10.1158/1078- 0432.CCR-11-2515.6.,Non-OADS,/arxiv_data1/oa_pdf/85/08/onci-1-1617.PMC3525622.pdf
Nat  Rev Immunol 2008; 8:59-73; PMID:18097448;  http://dx.doi.org/10.1038/nri2216.,Non-OADS,/arxiv_data1/oa_pdf/85/08/onci-1-1617.PMC3525622.pdf
J Clin Oncol 2012; 30:1835-41; PMID:22529253;  http://dx.doi.org/10.1200/JCO.2011.40.2271.,Non-OADS,/arxiv_data1/oa_pdf/85/08/onci-1-1617.PMC3525622.pdf
Blood 2008; 111:5342-9;  PMID:18326818; http://dx.doi.org/10.1182/blood- 2007-12-128397.,Non-OADS,/arxiv_data1/oa_pdf/85/08/onci-1-1617.PMC3525622.pdf
"This strategy would add up to local Antigen shedding into the circulation contributes  to tumor immune escape Bastian h öchst and Linda Diehl* Institutes of Molecular Medicine and e xperimental Immunology; u niversity of Bonn; Bonn, Germany Keywords:  B7H1, CD8+ T cells, CEA, circulating antigen, liver sinusoidal endothelial cells, tumor immune escape Abbreviations:  CEA, carcinoembryonic antigen; LSECs, liver sinusoidal endothelial cells *Correspondence to: Linda Diehl; Email: linda.diehl@ukb.uni-bonn.de Submitted: 07/14/12; Accepted: 07/17/12http://dx.doi.org/10.4161/onci.21514immunosuppressive mechanisms engaged  by tumor cells following the interaction with immune cells in their close proximity.",Non-OADS,/arxiv_data1/oa_pdf/9b/42/onci-1-1620.PMC3525623.pdf
Science 2011; 331:1565-70;  PMID:21436444; http://dx.doi.org/10.1126/sci- ence.1203486.,OADS,/arxiv_data1/oa_pdf/9b/42/onci-1-1620.PMC3525623.pdf
Immunol Rev  2006; 213:131-45; PMID:16972901; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/9b/42/onci-1-1620.PMC3525623.pdf
Cancer Invest 2005; 23:338-51; PMID:16100946; http://dx.doi.org/10.1081/CNV- 58878.,Non-OADS,/arxiv_data1/oa_pdf/9b/42/onci-1-1620.PMC3525623.pdf
Hepatology  2012; •••: http://dx.doi.org/10.1002/hep.25844;  PMID:22610745.5.,Non-OADS,/arxiv_data1/oa_pdf/9b/42/onci-1-1620.PMC3525623.pdf
Hepatology  2008; 47:296-305; PMID:17975811; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/9b/42/onci-1-1620.PMC3525623.pdf
Gastroenterology 2008; 134:1927-37;  PMID:18549878; http://dx.doi.org/10.1053/j.gas- tro.2008.02.033.,Non-OADS,/arxiv_data1/oa_pdf/9b/42/onci-1-1620.PMC3525623.pdf
Hepatology 2009; 50:1904- 13; PMID:19787806; http://dx.doi.org/10.1002/ hep.23191.7.,Non-OADS,/arxiv_data1/oa_pdf/9b/42/onci-1-1620.PMC3525623.pdf
N Engl J Med 2012; 366:2443-54; PMID:22658127;  http://dx.doi.org/10.1056/NEJMoa1200690.,OADS,/arxiv_data1/oa_pdf/9b/42/onci-1-1620.PMC3525623.pdf
"Nelson1,2,3, 1trev and Joyce Deeley r esearch Centre; BC Cancer Agency; Victoria, BC Canada; 2Department of Medical Genetics; u niversity of British Columbia; Vancouver, BC Canada;  3Department of Biochemistry and Microbiology; u niversity of Victorial; Victoria, BC Canada Keywords:  antigen-presenting cells, B cells, ovarian cancer, T cells, tumor-infiltrating lymphocytes *Correspondence to: Julie S. Nielsen; Email: jnielsen@bccancer.bc.ca Submitted: 07/19/12; Accepted: 07/26/12http://dx.doi.org/10.4161/onci.21650have been reported in breast and germ cell  tumors.2 Thus, CD20+ TILs have hall - marks of antigen-experienced, clonally expanded B cells.",Non-OADS,/arxiv_data1/oa_pdf/60/43/onci-1-1623.PMC3525624.pdf
Oncogene 2010; 29:1093- 102; PMID:19946335; http://dx.doi.org/10.1038/ onc.2009.416.,Non-OADS,/arxiv_data1/oa_pdf/60/43/onci-1-1623.PMC3525624.pdf
J Immunol 2010; 185:4977-82;  PMID:20962266; http://dx.doi.org/10.4049/jimmu- nol.1001323.,Non-OADS,/arxiv_data1/oa_pdf/60/43/onci-1-1623.PMC3525624.pdf
"Int J Cancer 2003; 104:73-84; PMID:12532422;  http://dx.doi.org/10.1002/ijc.10900.cell depletion with rituximab disrupts  T-cell infiltrates in affected tissues.9  Third, B cells can produce cytokines that polarize T cells toward Th1, Th2 and maybe other functional phenotypes.",Non-OADS,/arxiv_data1/oa_pdf/60/43/onci-1-1623.PMC3525624.pdf
Immunol Rev  2008; 223:284-99; PMID:18613843; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/60/43/onci-1-1623.PMC3525624.pdf
Annu Rev Immunol  2006; 24:467-96; PMID:16551256; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/60/43/onci-1-1623.PMC3525624.pdf
